Date,^AXJO,^GSPC,^HSI
1991-09-18,,386.94000244140625,3900.0
1991-09-19,,387.55999755859375,3863.0
1991-09-20,,387.9200134277344,3910.0
1991-09-23,,385.9200134277344,
1991-09-24,,387.7099914550781,3904.0
1991-09-25,,386.8800048828125,3901.0
1991-09-26,,386.489990234375,3927.0
1991-09-27,,385.8999938964844,3938.0
1991-09-30,,387.8599853515625,3956.699951171875
1991-10-01,,389.20001220703125,4023.89990234375
1991-10-02,,388.260009765625,4062.10009765625
1991-10-03,,384.4700012207031,4093.39990234375
1991-10-04,,381.25,4067.699951171875
1991-10-07,,379.5,4060.39990234375
1991-10-08,,380.6700134277344,4066.89990234375
1991-10-09,,376.79998779296875,4076.39990234375
1991-10-10,,380.54998779296875,4056.199951171875
1991-10-11,,381.45001220703125,4018.0
1991-10-14,,386.4700012207031,4022.199951171875
1991-10-15,,391.010009765625,4033.800048828125
1991-10-16,,392.79998779296875,
1991-10-17,,391.9200134277344,4018.39990234375
1991-10-18,,392.5,4015.89990234375
1991-10-21,,390.0199890136719,3998.699951171875
1991-10-22,,387.8299865722656,3981.699951171875
1991-10-23,,387.94000244140625,4021.39990234375
1991-10-24,,385.07000732421875,3989.300048828125
1991-10-25,,384.20001220703125,3971.89990234375
1991-10-28,,389.5199890136719,3988.60009765625
1991-10-29,,391.4800109863281,4000.10009765625
1991-10-30,,392.9599914550781,4020.0
1991-10-31,,392.45001220703125,4038.699951171875
1991-11-01,,391.32000732421875,4037.800048828125
1991-11-04,,390.2799987792969,4083.0
1991-11-05,,388.7099914550781,4146.5
1991-11-06,,389.9700012207031,4173.60009765625
1991-11-07,,393.7200012207031,4184.7001953125
1991-11-08,,392.8900146484375,4236.60009765625
1991-11-11,,393.1199951171875,4230.89990234375
1991-11-12,,396.739990234375,4253.0
1991-11-13,,397.4100036621094,4240.2998046875
1991-11-14,,397.1499938964844,4211.2998046875
1991-11-15,,382.6199951171875,4271.2998046875
1991-11-18,,385.239990234375,4198.2001953125
1991-11-19,,379.4200134277344,4261.2001953125
1991-11-20,,378.5299987792969,4200.89990234375
1991-11-21,,380.05999755859375,4234.60009765625
1991-11-22,,376.1400146484375,4243.10009765625
1991-11-25,,375.3399963378906,4220.7001953125
1991-11-26,,377.9599914550781,4202.10009765625
1991-11-27,,376.54998779296875,4179.2998046875
1991-11-28,,,4145.60009765625
1991-11-29,,375.2200012207031,4149.7998046875
1991-12-02,,381.3999938964844,4094.39990234375
1991-12-03,,380.9599914550781,4124.39990234375
1991-12-04,,380.07000732421875,4161.60009765625
1991-12-05,,377.3900146484375,4157.2001953125
1991-12-06,,379.1000061035156,4190.0
1991-12-09,,378.260009765625,4203.2001953125
1991-12-10,,377.8999938964844,4128.2998046875
1991-12-11,,377.70001220703125,4097.2001953125
1991-12-12,,381.54998779296875,4096.0
1991-12-13,,384.4700012207031,4155.5
1991-12-16,,384.4599914550781,4171.7001953125
1991-12-17,,382.739990234375,4185.0
1991-12-18,,383.4800109863281,4177.7001953125
1991-12-19,,382.5199890136719,4182.7998046875
1991-12-20,,387.0400085449219,4142.60009765625
1991-12-23,,396.82000732421875,4146.10009765625
1991-12-24,,399.3299865722656,4192.7998046875
1991-12-26,,404.8399963378906,
1991-12-27,,406.4599914550781,4236.2001953125
1991-12-30,,415.1400146484375,4275.2001953125
1991-12-31,,417.0899963378906,4297.2998046875
1992-01-02,,417.260009765625,4301.7998046875
1992-01-03,,419.3399963378906,4307.10009765625
1992-01-06,,417.9599914550781,4307.0
1992-01-07,,417.3999938964844,4347.89990234375
1992-01-08,,418.1000061035156,4337.7001953125
1992-01-09,,417.6099853515625,4334.5
1992-01-10,,415.1000061035156,4348.89990234375
1992-01-13,,414.3399963378906,4325.89990234375
1992-01-14,,420.44000244140625,4367.60009765625
1992-01-15,,420.7699890136719,4382.7001953125
1992-01-16,,418.2099914550781,4412.10009765625
1992-01-17,,418.8599853515625,4454.89990234375
1992-01-20,,416.3599853515625,4510.5
1992-01-21,,412.6400146484375,4522.2001953125
1992-01-22,,418.1300048828125,4550.7001953125
1992-01-23,,414.9599914550781,4625.7998046875
1992-01-24,,415.4800109863281,4600.10009765625
1992-01-27,,414.989990234375,4554.7001953125
1992-01-28,,414.9599914550781,4586.2998046875
1992-01-29,,410.3399963378906,4571.10009765625
1992-01-30,,411.6199951171875,4571.5
1992-01-31,,408.7799987792969,4601.7998046875
1992-02-03,,409.5299987792969,4672.10009765625
1992-02-04,,413.8500061035156,
1992-02-05,,413.8399963378906,
1992-02-06,,413.82000732421875,
1992-02-07,,411.0899963378906,4711.39990234375
1992-02-10,,413.7699890136719,4733.60009765625
1992-02-11,,413.760009765625,4674.5
1992-02-12,,417.1300048828125,4732.39990234375
1992-02-13,,413.69000244140625,4763.5
1992-02-14,,412.4800109863281,4772.2998046875
1992-02-17,,,4719.2001953125
1992-02-18,,407.3800048828125,4747.10009765625
1992-02-19,,408.260009765625,4725.7001953125
1992-02-20,,413.8999938964844,4716.0
1992-02-21,,411.42999267578125,4736.5
1992-02-24,,412.2699890136719,4715.60009765625
1992-02-25,,410.45001220703125,4760.2001953125
1992-02-26,,415.3500061035156,4794.7001953125
1992-02-27,,413.8599853515625,4895.10009765625
1992-02-28,,412.70001220703125,4929.10009765625
1992-03-02,,412.45001220703125,4952.2001953125
1992-03-03,,412.8500061035156,4911.10009765625
1992-03-04,,409.3299865722656,4954.5
1992-03-05,,406.510009765625,4964.2998046875
1992-03-06,,404.44000244140625,4908.89990234375
1992-03-09,,405.2099914550781,4848.60009765625
1992-03-10,,406.8900146484375,4919.0
1992-03-11,,404.0299987792969,5006.0
1992-03-12,,403.8900146484375,5042.7998046875
1992-03-13,,405.8399963378906,5071.2001953125
1992-03-16,,406.3900146484375,5059.89990234375
1992-03-17,,409.5799865722656,5045.39990234375
1992-03-18,,409.1499938964844,5036.10009765625
1992-03-19,,409.79998779296875,4990.60009765625
1992-03-20,,411.29998779296875,5015.7998046875
1992-03-23,,409.9100036621094,5061.10009765625
1992-03-24,,408.8800048828125,5052.2998046875
1992-03-25,,407.5199890136719,5052.2001953125
